Gender,CustomerType,Age,TypeofTravel,Class,FlightDistancemiles,Inflightwifiservice,DepartureArrivaltimeconvenient,EaseofOnlinebooking,Gatelocation,Foodanddrink,Onlineboarding,Seatcomfort,Inflightentertainment,Onboardservice,Legroomservice,Baggagehandling,Checkinservice,Inflightservice,Cleanliness,DepartureDelayinMinutes,ArrivalDelayinMinutes,satisfaction
Female,Loyal Customer,51,Business travel,Business,3806,2,1,1,1,5,3,2,2,2,2,2,1,2,1,0,0,neutralordissatisfied
Female,Loyal Customer,46,Business travel,Eco,438,5,2,2,2,3,1,4,5,5,5,5,1,5,5,0,0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco Plus,106,2,4,0,3,5,0,5,5,5,2,4,4,5,5,0,0,neutralordissatisfied
Male,Loyal Customer,40,Business travel,Business,2333,2,2,2,2,3,4,5,5,5,5,5,4,5,3,0,0,satisfied
Male,Loyal Customer,34,Business travel,Business,3440,1,1,2,1,2,4,4,5,5,5,5,5,5,5,0,0,satisfied
Female,Loyal Customer,60,Business travel,Eco,991,4,3,3,3,4,5,3,4,4,4,4,4,4,1,0,0,satisfied
Female,Loyal Customer,38,Business travel,Business,2597,3,4,4,4,4,3,3,3,3,3,3,1,3,4,0,11,neutralordissatisfied
Female,Loyal Customer,56,Business travel,Business,2480,2,2,4,2,5,5,5,4,4,4,5,3,4,4,46,34,satisfied
Male,Loyal Customer,53,Business travel,Business,3062,1,1,1,1,2,5,4,4,4,4,4,3,4,3,41,44,satisfied
Female,Loyal Customer,59,Business travel,Business,3316,5,5,5,5,4,5,4,5,5,5,5,5,5,5,0,0,satisfied
Male,Loyal Customer,38,Business travel,Business,2700,2,4,4,4,5,2,3,2,2,2,2,4,2,2,75,78,neutralordissatisfied
Female,Loyal Customer,68,Personal Travel,Eco Plus,701,3,4,3,1,2,2,1,5,5,3,1,2,5,5,14,26,neutralordissatisfied
Male,disloyal Customer,38,Business travel,Business,1406,5,5,5,3,4,5,4,4,3,4,5,4,5,4,14,1,satisfied
Male,Loyal Customer,17,Personal Travel,Eco,838,3,4,3,3,4,3,4,4,5,3,5,5,5,4,0,0,neutralordissatisfied
Female,Loyal Customer,65,Personal Travel,Eco,542,2,4,3,3,5,5,5,1,1,3,1,4,1,5,0,1,neutralordissatisfied
Female,Loyal Customer,50,Business travel,Business,907,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0,satisfied
Female,Loyal Customer,39,Business travel,Business,544,3,3,3,3,2,5,4,2,2,2,2,4,2,4,0,0,satisfied
Male,disloyal Customer,22,Business travel,Eco,130,1,2,1,1,2,1,2,2,1,2,1,3,2,2,66,56,neutralordissatisfied
Male,Loyal Customer,26,Business travel,Business,644,1,1,1,1,4,4,4,4,3,5,4,4,4,4,0,0,satisfied
Female,Loyal Customer,42,Business travel,Business,2101,4,4,4,4,3,5,5,4,4,4,4,4,4,5,28,35,satisfied
Male,Loyal Customer,57,Business travel,Eco,222,5,1,1,1,5,5,5,5,4,5,4,1,5,5,4,0,satisfied
Female,Loyal Customer,57,Business travel,Business,399,2,5,2,2,3,5,4,4,4,4,4,3,4,5,0,0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco Plus,641,2,5,3,1,1,3,1,1,4,3,5,4,5,1,1,0,neutralordissatisfied
Male,Loyal Customer,66,Business travel,Business,3919,2,5,5,5,1,3,3,2,2,2,2,2,2,3,19,16,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,2259,5,5,4,5,3,5,4,4,4,4,4,3,4,3,0,0,satisfied
Male,disloyal Customer,25,Business travel,Business,472,4,1,4,5,2,4,5,2,4,4,4,3,5,2,0,1,satisfied
Male,Loyal Customer,59,Business travel,Business,1744,2,2,2,2,5,4,5,5,5,5,5,4,5,5,15,25,satisfied
Male,disloyal Customer,23,Business travel,Eco,895,1,1,1,4,3,1,3,3,3,2,4,1,3,3,9,2,neutralordissatisfied
Female,Loyal Customer,52,Business travel,Business,2596,3,3,3,3,5,5,5,5,5,5,4,5,5,3,50,46,satisfied
Female,Loyal Customer,54,Business travel,Business,158,1,1,1,1,4,4,4,2,2,2,1,1,2,4,24,27,neutralordissatisfied
Female,Loyal Customer,7,Personal Travel,Eco,328,4,4,4,4,2,4,2,2,4,3,5,3,4,2,13,7,neutralordissatisfied
Female,Loyal Customer,60,Business travel,Business,674,3,3,3,3,4,4,4,5,5,4,5,5,5,3,37,25,satisfied
Female,disloyal Customer,25,Business travel,Eco,1271,1,1,1,3,4,1,4,4,3,2,5,5,4,4,32,3,neutralordissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,727,5,3,5,3,4,5,5,4,1,3,3,4,3,4,0,0,satisfied
Female,Loyal Customer,21,Business travel,Business,543,1,1,1,1,1,1,1,1,3,1,4,3,4,1,13,0,neutralordissatisfied
Male,Loyal Customer,20,Business travel,Business,2938,3,3,3,3,4,4,4,4,4,4,1,3,3,4,0,0,satisfied
Female,Loyal Customer,53,Business travel,Business,2833,4,4,4,4,3,4,4,4,4,4,4,4,4,5,13,1,satisfied
Female,Loyal Customer,38,Business travel,Business,2763,1,1,1,1,5,1,3,4,4,4,4,2,4,4,0,0,satisfied
Male,Loyal Customer,63,Personal Travel,Eco,971,3,4,3,2,3,2,2,4,5,5,5,2,4,2,142,136,neutralordissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,919,2,4,2,3,4,2,4,4,3,5,3,2,4,4,8,9,neutralordissatisfied
Male,Loyal Customer,44,Business travel,Business,321,2,2,2,2,4,3,3,5,5,5,5,4,5,1,7,1,satisfied
Female,Loyal Customer,32,Business travel,Business,853,1,1,1,1,4,5,4,4,4,5,4,4,5,4,1,0,satisfied
Male,Loyal Customer,38,Business travel,Business,594,2,2,2,2,4,4,4,4,4,4,4,3,4,3,0,0,satisfied
Male,Loyal Customer,50,Business travel,Business,3195,1,1,4,1,3,4,4,4,4,4,4,4,4,5,8,2,satisfied
Male,Loyal Customer,19,Personal Travel,Eco,227,1,5,1,3,5,1,5,5,5,5,5,3,5,5,0,0,neutralordissatisfied
Female,disloyal Customer,24,Business travel,Business,250,5,0,5,2,2,5,2,2,2,5,4,3,5,2,0,0,satisfied
Male,Loyal Customer,56,Business travel,Business,3793,4,4,4,4,3,5,4,4,4,4,4,4,4,3,4,2,satisfied
Male,Loyal Customer,28,Business travel,Business,606,1,1,1,1,1,1,1,1,4,4,4,1,3,1,58,64,neutralordissatisfied
Female,Loyal Customer,56,Business travel,Business,166,2,4,4,4,1,3,4,2,2,2,2,2,2,1,0,0,neutralordissatisfied
Female,disloyal Customer,26,Business travel,Eco,399,4,1,4,4,3,4,3,3,3,5,4,1,4,3,21,3,neutralordissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,569,1,5,1,1,1,1,1,1,3,5,5,3,4,1,0,0,neutralordissatisfied
Female,Loyal Customer,49,Business travel,Business,261,3,3,3,3,4,5,3,4,4,4,4,4,4,1,0,0,satisfied
Female,Loyal Customer,49,Business travel,Business,2536,3,4,4,4,2,3,4,3,3,3,3,1,3,4,0,0,neutralordissatisfied
Male,Loyal Customer,53,Business travel,Business,2227,2,2,2,2,3,4,4,4,4,4,4,5,4,4,0,5,satisfied
Female,Loyal Customer,57,Personal Travel,Eco,4963,3,4,3,5,3,3,3,3,1,5,1,3,3,3,12,17,neutralordissatisfied
Female,Loyal Customer,53,Business travel,Business,3922,3,3,3,3,3,5,4,4,4,4,4,5,4,3,0,0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,543,3,4,3,2,1,3,1,1,4,3,4,5,4,1,8,0,neutralordissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,1504,3,5,3,3,1,3,1,1,3,2,1,1,4,1,18,16,neutralordissatisfied
Female,Loyal Customer,36,Personal Travel,Business,689,2,5,2,4,4,5,4,5,5,2,5,5,5,3,0,0,neutralordissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,356,2,5,2,2,1,2,1,1,5,3,4,5,4,1,0,9,neutralordissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,762,3,3,3,4,3,4,4,2,2,3,2,2,2,2,0,0,neutralordissatisfied
Female,disloyal Customer,64,Business travel,Business,227,4,4,4,3,2,4,2,2,5,5,5,3,5,2,0,0,satisfied
Male,Loyal Customer,12,Personal Travel,Eco,590,2,5,3,4,5,3,5,5,5,1,1,3,4,5,0,0,neutralordissatisfied
Female,disloyal Customer,23,Business travel,Eco,31,4,0,4,1,1,4,1,1,1,3,4,5,2,1,0,0,satisfied
Male,Loyal Customer,69,Personal Travel,Eco,429,1,3,1,4,2,1,2,2,5,5,4,4,5,2,22,15,neutralordissatisfied
Male,Loyal Customer,34,Personal Travel,Eco,1276,2,1,2,3,2,2,2,2,3,3,3,2,2,2,0,5,neutralordissatisfied
Male,Loyal Customer,57,Business travel,Business,1827,5,5,2,5,4,4,5,5,5,5,5,3,5,3,4,0,satisfied
Male,disloyal Customer,20,Business travel,Business,1188,0,4,0,1,4,0,3,4,4,1,3,5,1,4,5,0,satisfied
Male,disloyal Customer,25,Business travel,Business,438,4,0,4,3,2,4,2,2,4,3,4,3,5,2,8,1,satisfied
Female,disloyal Customer,29,Business travel,Eco,1310,2,3,3,4,1,2,1,1,2,3,3,2,3,1,0,8,neutralordissatisfied
Male,Loyal Customer,39,Business travel,Eco,236,3,2,4,2,3,3,3,3,3,4,4,3,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,42,Business travel,Business,2035,3,5,5,5,1,4,3,3,3,3,3,1,3,1,7,10,neutralordissatisfied
Female,Loyal Customer,61,Business travel,Business,3114,3,3,3,3,4,5,5,3,3,4,3,5,3,4,66,67,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,770,4,5,4,1,4,4,2,4,5,2,4,5,5,4,17,37,satisfied
Female,Loyal Customer,37,Business travel,Eco,1249,5,2,2,2,5,5,5,5,2,2,4,3,4,5,0,10,satisfied
Female,Loyal Customer,44,Business travel,Eco,480,3,2,2,2,5,3,4,3,3,3,3,4,3,1,0,0,neutralordissatisfied
Female,Loyal Customer,37,Business travel,Business,304,0,0,0,5,2,4,5,3,3,3,3,5,3,3,0,0,satisfied
Female,disloyal Customer,37,Business travel,Eco,432,2,3,2,3,3,2,3,3,3,4,4,4,3,3,31,17,neutralordissatisfied
Male,disloyal Customer,23,Business travel,Eco,370,2,1,2,3,2,2,2,2,4,4,3,1,3,2,52,47,neutralordissatisfied
Male,Loyal Customer,11,Business travel,Business,2288,2,2,2,2,5,5,5,5,3,2,5,4,4,5,0,0,satisfied
Male,Loyal Customer,19,Business travel,Business,2537,2,5,2,2,2,2,2,2,2,5,3,4,3,2,46,45,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,159,1,0,1,3,4,1,1,4,3,2,4,5,4,4,9,28,neutralordissatisfied
Male,Loyal Customer,37,Business travel,Eco,1400,4,2,2,2,4,4,4,4,5,5,1,3,2,4,14,0,satisfied
Female,disloyal Customer,22,Business travel,Eco,404,2,0,2,3,5,2,5,5,2,2,5,1,5,5,0,17,neutralordissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,1605,2,4,2,2,4,5,4,3,3,2,3,4,3,3,3,9,neutralordissatisfied
Male,disloyal Customer,16,Business travel,Business,1309,5,4,5,1,5,5,2,4,4,4,5,2,4,2,0,1,satisfied
Female,Loyal Customer,17,Business travel,Business,1681,2,2,2,2,4,4,4,4,3,3,4,5,4,4,37,46,satisfied
Male,disloyal Customer,20,Business travel,Eco,1605,3,3,3,2,1,3,1,1,3,5,3,5,5,1,3,0,neutralordissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,552,3,1,3,4,4,5,5,5,5,3,5,4,5,5,0,0,neutralordissatisfied
Male,disloyal Customer,21,Business travel,Eco,867,5,5,5,4,5,5,5,5,3,5,5,4,2,5,0,0,satisfied
Male,Loyal Customer,54,Personal Travel,Eco,1535,2,2,2,3,5,2,5,5,4,1,2,3,2,5,0,0,neutralordissatisfied
Female,Loyal Customer,43,Business travel,Business,214,4,4,4,4,2,3,5,4,4,4,4,4,4,1,6,17,satisfied
Female,disloyal Customer,23,Business travel,Eco Plus,403,2,3,2,3,4,2,5,4,4,5,2,2,2,4,96,129,neutralordissatisfied
Female,Loyal Customer,37,Personal Travel,Eco,1444,3,2,3,3,5,3,5,5,4,2,3,1,3,5,22,8,neutralordissatisfied
Female,Loyal Customer,46,Business travel,Business,1014,5,5,5,5,5,4,5,5,5,5,5,5,5,5,19,1,satisfied
Male,Loyal Customer,30,Business travel,Business,1706,2,2,2,2,4,4,4,4,4,3,4,4,5,4,0,0,satisfied
Male,Loyal Customer,35,Business travel,Eco Plus,2381,4,2,3,2,4,4,4,4,1,4,5,5,4,4,11,0,satisfied
Male,Loyal Customer,23,Personal Travel,Eco Plus,1222,3,4,4,4,1,4,1,1,3,3,5,3,3,1,0,0,neutralordissatisfied
Male,Loyal Customer,28,Business travel,Business,522,1,1,1,1,3,3,3,3,1,2,3,3,2,3,26,29,satisfied
Female,Loyal Customer,48,Business travel,Business,4000,2,2,2,2,5,5,4,5,5,5,5,3,5,5,0,0,satisfied
Female,Loyal Customer,42,Business travel,Business,237,4,4,3,4,2,4,5,4,4,4,4,4,4,4,11,2,satisfied
Male,Loyal Customer,51,Business travel,Business,2521,2,2,4,2,4,5,4,5,5,5,5,5,5,3,5,0,satisfied
Female,disloyal Customer,37,Business travel,Eco,337,1,2,1,4,1,1,1,1,2,2,4,1,3,1,1,13,neutralordissatisfied
Male,Loyal Customer,23,Business travel,Eco,1249,0,5,0,3,1,0,1,1,5,3,5,4,2,1,36,27,satisfied
Female,Loyal Customer,13,Personal Travel,Business,895,2,2,2,4,1,2,1,1,3,1,3,2,4,1,0,0,neutralordissatisfied
Male,Loyal Customer,34,Business travel,Business,2105,2,4,4,4,2,1,2,2,2,2,2,2,2,3,4,10,neutralordissatisfied
Male,Loyal Customer,70,Personal Travel,Eco,2133,3,1,2,3,2,2,2,2,2,1,3,2,3,2,0,0,neutralordissatisfied
Male,Loyal Customer,25,Personal Travel,Eco Plus,657,4,4,3,4,2,3,4,2,3,5,4,3,3,2,5,0,satisfied
Female,Loyal Customer,32,Personal Travel,Eco Plus,1127,3,5,3,4,5,3,4,5,5,3,4,4,5,5,0,0,neutralordissatisfied
Male,disloyal Customer,24,Business travel,Eco,1222,3,3,3,4,4,3,4,4,4,3,4,4,4,4,3,0,neutralordissatisfied
Female,Loyal Customer,66,Business travel,Eco,134,2,4,4,4,3,3,3,2,2,2,2,3,2,1,0,0,neutralordissatisfied
Female,Loyal Customer,43,Business travel,Eco,262,2,2,2,2,4,4,4,3,3,2,3,1,3,2,34,25,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Business,1757,4,2,2,2,5,3,4,4,4,4,4,4,4,4,31,21,neutralordissatisfied
Male,Loyal Customer,15,Personal Travel,Eco,235,2,4,2,1,1,2,1,1,3,3,4,4,4,1,1,10,neutralordissatisfied
Male,Loyal Customer,60,Business travel,Business,1674,4,4,4,4,4,4,4,5,3,4,4,4,3,4,144,139,satisfied
Female,Loyal Customer,51,Business travel,Business,304,4,4,4,4,4,5,5,5,5,5,5,3,5,3,3,2,satisfied
Female,Loyal Customer,19,Personal Travel,Eco Plus,184,3,4,0,3,4,0,4,4,3,4,4,3,5,4,6,44,neutralordissatisfied
Female,Loyal Customer,58,Business travel,Eco,262,4,4,4,4,2,4,3,4,4,4,4,2,4,2,0,0,satisfied
Female,Loyal Customer,52,Business travel,Eco,1262,4,3,3,3,1,2,3,4,4,4,4,1,4,2,31,37,neutralordissatisfied
Male,Loyal Customer,52,Personal Travel,Eco,896,3,4,3,1,3,3,3,3,3,1,1,4,5,3,0,9,neutralordissatisfied
Female,Loyal Customer,63,Personal Travel,Eco,634,4,4,4,2,3,5,5,3,3,4,2,3,3,3,0,0,neutralordissatisfied
Female,Loyal Customer,50,Personal Travel,Eco,230,4,4,4,3,3,5,4,2,2,4,5,3,2,5,0,0,satisfied
Female,Loyal Customer,28,Business travel,Business,667,2,3,2,2,2,1,2,2,4,2,3,3,2,2,0,0,neutralordissatisfied
Male,Loyal Customer,39,Personal Travel,Eco,1010,3,4,3,3,5,3,5,5,5,3,5,5,4,5,0,0,neutralordissatisfied
Female,Loyal Customer,49,Personal Travel,Eco,315,1,3,1,2,5,2,3,1,1,1,1,3,1,1,0,10,neutralordissatisfied
Female,Loyal Customer,18,Business travel,Eco Plus,2585,3,3,5,3,3,1,3,1,1,4,3,3,4,3,6,0,neutralordissatisfied
Female,disloyal Customer,55,Business travel,Eco,1504,4,4,4,1,2,4,5,2,3,1,5,1,5,2,8,35,satisfied
Male,Loyal Customer,38,Business travel,Business,265,5,5,5,5,2,4,5,4,4,4,4,4,4,4,0,0,satisfied
Male,Loyal Customer,26,Business travel,Business,1598,4,3,3,3,4,4,4,1,4,2,3,4,2,4,123,141,neutralordissatisfied
Male,Loyal Customer,29,Business travel,Business,312,3,3,2,3,4,4,4,4,4,2,4,5,5,4,0,12,satisfied
Male,Loyal Customer,44,Business travel,Eco,950,5,1,1,1,5,5,5,5,3,4,4,3,2,5,44,39,satisfied
Female,disloyal Customer,24,Business travel,Eco,883,2,2,2,3,3,2,3,3,2,5,4,2,3,3,11,8,neutralordissatisfied
Female,disloyal Customer,22,Business travel,Eco,175,1,0,1,3,3,1,2,3,1,1,5,4,2,3,0,0,neutralordissatisfied
Female,Loyal Customer,56,Personal Travel,Eco,1050,1,5,1,1,5,1,1,1,1,1,1,5,1,2,0,3,neutralordissatisfied
Female,Loyal Customer,33,Personal Travel,Eco,102,3,4,0,4,4,0,4,4,5,1,2,1,2,4,0,0,neutralordissatisfied
Male,Loyal Customer,20,Personal Travel,Eco Plus,116,3,4,0,2,5,0,5,5,5,3,4,5,5,5,0,0,neutralordissatisfied
Male,disloyal Customer,23,Business travel,Eco,2454,3,3,3,1,3,2,3,5,5,4,4,3,3,3,3,24,neutralordissatisfied
Female,Loyal Customer,25,Business travel,Business,871,2,2,2,2,5,5,5,5,2,4,5,1,4,5,0,26,satisfied
Male,disloyal Customer,24,Business travel,Business,965,5,0,5,2,3,5,3,3,3,5,5,4,5,3,27,30,satisfied
Male,Loyal Customer,58,Personal Travel,Eco,1023,3,3,2,3,5,2,5,5,1,3,5,2,3,5,0,0,neutralordissatisfied
Female,Loyal Customer,35,Business travel,Business,3967,5,5,5,5,4,5,5,4,4,4,4,5,4,5,25,20,satisfied
Male,Loyal Customer,68,Business travel,Eco,187,2,5,5,5,2,2,2,2,1,3,3,1,4,2,33,25,neutralordissatisfied
Female,Loyal Customer,31,Business travel,Business,1617,1,2,2,2,2,2,1,2,2,4,3,2,2,2,15,19,neutralordissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,944,1,3,1,4,5,1,5,5,2,5,4,2,2,5,86,81,neutralordissatisfied
Female,Loyal Customer,49,Business travel,Business,460,2,2,4,2,5,5,4,2,2,2,2,4,2,4,11,0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,404,1,4,1,1,2,1,2,2,5,5,4,5,4,2,15,11,neutralordissatisfied
Male,Loyal Customer,19,Personal Travel,Eco,220,3,0,0,2,3,0,3,3,2,3,1,2,4,3,50,45,neutralordissatisfied
Female,disloyal Customer,30,Business travel,Eco,306,4,2,4,3,2,4,3,2,2,3,3,2,4,2,0,5,neutralordissatisfied
Female,Loyal Customer,12,Personal Travel,Eco,581,3,2,3,2,2,3,2,2,3,2,3,3,3,2,8,0,neutralordissatisfied
Male,disloyal Customer,24,Business travel,Eco,1130,2,2,2,4,2,5,1,4,2,3,4,1,1,1,0,0,neutralordissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,631,3,4,3,5,5,3,5,5,4,4,3,5,3,5,0,0,neutralordissatisfied
Female,Loyal Customer,21,Personal Travel,Eco,220,3,0,3,1,3,3,5,3,3,4,3,4,5,3,0,0,neutralordissatisfied
Male,Loyal Customer,29,Personal Travel,Eco Plus,964,3,4,3,3,2,3,2,2,4,4,4,3,5,2,8,0,neutralordissatisfied
Male,Loyal Customer,43,Business travel,Business,1846,3,3,3,3,3,4,4,4,4,4,4,4,4,4,0,0,satisfied
Female,Loyal Customer,42,Business travel,Business,2521,5,5,5,5,5,5,5,5,4,5,4,5,3,5,68,58,satisfied
Male,disloyal Customer,23,Business travel,Business,564,5,0,5,4,4,5,4,4,5,2,5,4,5,4,3,0,satisfied
Male,Loyal Customer,44,Business travel,Eco Plus,591,4,1,1,1,5,4,5,5,4,1,2,1,5,5,3,1,satisfied
Female,Loyal Customer,52,Business travel,Business,3184,4,4,5,4,5,2,4,3,3,4,3,4,3,3,51,42,satisfied
Female,Loyal Customer,58,Personal Travel,Eco,1598,3,4,2,1,5,4,5,1,1,2,1,5,1,3,0,0,neutralordissatisfied
Male,Loyal Customer,32,Business travel,Business,946,5,5,4,5,4,4,4,4,1,1,4,2,3,4,0,22,satisfied
Female,Loyal Customer,13,Personal Travel,Eco,1773,3,3,4,2,5,4,1,5,1,5,5,2,2,5,11,0,neutralordissatisfied
Male,disloyal Customer,29,Business travel,Eco,1020,4,4,4,3,4,4,5,4,3,5,4,3,4,4,0,78,neutralordissatisfied
Male,Loyal Customer,58,Business travel,Business,190,2,2,2,2,5,4,4,4,4,4,4,4,4,5,0,0,satisfied
Male,Loyal Customer,49,Business travel,Business,3733,0,4,0,4,5,5,5,4,4,5,5,5,4,5,135,142,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,888,1,1,1,1,2,2,2,1,1,1,4,3,1,4,0,3,neutralordissatisfied
Female,Loyal Customer,17,Personal Travel,Eco,964,4,3,4,3,4,4,4,4,1,3,3,3,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,52,Business travel,Eco,1126,3,5,5,5,3,3,3,3,3,1,3,3,2,3,11,14,neutralordissatisfied
Female,Loyal Customer,38,Personal Travel,Business,328,2,4,2,2,1,4,4,4,4,2,4,2,4,5,0,0,neutralordissatisfied
Male,Loyal Customer,56,Business travel,Business,493,3,3,3,3,5,3,4,3,3,3,3,4,3,3,0,0,neutralordissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,630,2,1,2,3,3,2,3,3,3,5,4,2,4,3,0,0,neutralordissatisfied
Female,Loyal Customer,22,Business travel,Eco,154,5,5,5,5,5,5,3,5,4,2,2,3,5,5,0,0,satisfied
Male,Loyal Customer,37,Business travel,Eco,408,2,4,4,4,2,2,2,2,1,3,3,4,4,2,0,0,neutralordissatisfied
Male,Loyal Customer,32,Personal Travel,Eco,468,3,5,3,1,5,3,5,5,5,5,4,3,4,5,0,0,neutralordissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,404,2,2,2,4,1,2,3,1,1,5,3,4,3,1,6,5,neutralordissatisfied
Male,disloyal Customer,34,Business travel,Business,331,3,3,3,3,2,3,2,2,4,5,4,3,4,2,20,25,neutralordissatisfied
Male,Loyal Customer,32,Business travel,Business,1620,1,1,1,1,4,5,4,4,5,2,3,3,4,4,0,0,satisfied
Female,Loyal Customer,53,Business travel,Business,436,3,3,3,3,4,4,4,4,4,4,4,5,4,3,12,6,satisfied
Female,Loyal Customer,42,Personal Travel,Eco,983,4,5,3,4,3,1,2,5,5,3,5,3,5,2,0,0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,978,3,5,3,3,2,3,3,2,4,2,4,5,4,2,0,0,neutralordissatisfied
Male,disloyal Customer,26,Business travel,Eco,975,2,2,2,3,3,2,3,3,5,4,1,4,5,3,12,0,neutralordissatisfied
Female,Loyal Customer,57,Business travel,Business,1846,2,2,2,2,3,4,4,3,3,4,3,5,3,3,0,0,satisfied
Male,disloyal Customer,36,Business travel,Business,1438,2,3,3,4,1,3,1,1,5,3,4,4,5,1,12,10,neutralordissatisfied
Female,disloyal Customer,14,Personal Travel,Eco,325,1,2,1,4,3,1,3,3,3,1,4,2,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,1744,2,5,1,1,3,1,3,3,5,4,4,4,4,3,1,7,neutralordissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,282,2,4,5,4,3,5,3,3,4,3,4,3,5,3,0,31,neutralordissatisfied
Female,Loyal Customer,45,Business travel,Business,2708,5,5,5,5,2,5,4,3,3,3,3,3,3,5,7,0,satisfied
Male,Loyal Customer,37,Business travel,Business,1642,3,5,5,5,5,3,2,3,3,3,3,2,3,4,3,12,neutralordissatisfied
Male,Loyal Customer,54,Business travel,Business,1871,4,3,4,4,3,5,5,4,4,4,4,5,4,5,108,130,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,2158,1,4,1,4,4,1,4,4,5,5,5,4,4,4,57,41,neutralordissatisfied
Male,Loyal Customer,57,Personal Travel,Eco,212,3,2,3,1,2,3,2,2,3,2,2,3,1,2,0,0,neutralordissatisfied
Female,Loyal Customer,25,Business travel,Business,1166,4,2,4,4,5,5,5,5,4,4,5,4,4,5,60,121,satisfied
Female,disloyal Customer,26,Business travel,Business,733,1,0,1,3,5,1,5,5,5,3,4,4,4,5,0,0,neutralordissatisfied
Male,Loyal Customer,43,Business travel,Business,719,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco Plus,692,4,4,4,2,4,4,4,4,5,4,4,3,4,4,0,0,neutralordissatisfied
Male,Loyal Customer,8,Business travel,Eco Plus,948,3,3,5,5,3,3,2,3,4,5,4,1,4,3,0,0,neutralordissatisfied
Male,Loyal Customer,30,Business travel,Eco Plus,1400,1,5,5,5,1,2,1,1,3,5,3,3,3,1,0,0,neutralordissatisfied
Male,Loyal Customer,48,Business travel,Business,2636,4,4,4,4,2,4,1,4,4,5,3,1,4,4,0,0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,677,4,5,4,3,2,4,3,2,3,2,4,4,5,2,3,5,neutralordissatisfied
Female,Loyal Customer,34,Business travel,Business,2129,3,3,3,3,4,2,3,3,3,3,3,4,3,2,0,0,neutralordissatisfied
Female,Loyal Customer,42,Business travel,Business,3262,0,0,0,4,5,3,4,3,3,3,3,5,3,3,6,2,satisfied
Female,disloyal Customer,20,Business travel,Business,872,5,5,5,4,3,5,2,3,5,3,4,3,4,3,0,0,satisfied
Female,disloyal Customer,38,Business travel,Business,229,5,4,4,3,4,1,5,4,2,5,4,5,5,5,206,209,satisfied
Male,Loyal Customer,57,Personal Travel,Eco,1726,3,1,3,3,5,3,5,5,3,2,3,2,4,5,5,12,neutralordissatisfied
Male,Loyal Customer,45,Business travel,Business,3613,4,4,4,4,3,5,4,3,3,4,3,3,3,4,13,4,satisfied
Male,disloyal Customer,25,Business travel,Business,1440,5,0,5,3,4,0,4,4,3,5,4,4,5,4,0,2,satisfied
Male,Loyal Customer,39,Business travel,Business,2687,4,4,4,4,5,4,4,4,4,4,4,3,4,4,26,11,satisfied
Male,Loyal Customer,56,Personal Travel,Eco,334,1,5,1,5,4,1,4,4,3,5,4,3,4,4,0,0,neutralordissatisfied
Female,disloyal Customer,25,Business travel,Business,502,3,4,3,3,5,3,5,5,4,5,5,3,5,5,0,0,neutralordissatisfied
Male,Loyal Customer,55,Business travel,Business,2288,4,4,4,4,4,3,5,5,5,5,5,4,5,4,0,0,satisfied
Male,disloyal Customer,38,Business travel,Business,646,2,2,2,3,3,2,1,3,5,5,5,3,4,3,0,0,neutralordissatisfied
Male,disloyal Customer,13,Business travel,Eco Plus,674,4,3,4,4,1,4,1,1,1,3,4,2,1,1,0,0,satisfied
Female,Loyal Customer,28,Personal Travel,Eco,1514,1,4,1,2,1,1,1,1,4,2,5,3,4,1,0,0,neutralordissatisfied
Female,Loyal Customer,23,Business travel,Business,3306,4,4,4,4,5,5,5,5,4,1,5,3,2,5,0,0,satisfied
